epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.6016,3.55701,5.733,4.29045,0,0,0,0,3.46348,5.7447,4.15972,8.33e-06,8.33e-06,8.33e-06
2,49.7648,3.53577,5.7337,4.27555,0,0,0,0,3.46335,5.74481,4.16053,9.01425e-06,9.01425e-06,9.01425e-06
